T,Simulink
27.15,7.6345
27.151,7.6346
27.152,7.6347
27.153,7.6348
27.154,7.6349
27.155,7.635
27.156,7.6351
27.157,7.6352
27.158,7.6353
27.159,7.6354
27.16,7.6355
27.161,7.6356
27.162,7.6357
27.163,7.6358
27.164,7.6359
27.165,7.636
27.166,7.6361
27.167,7.6362
27.168,7.6363
27.169,7.6364
27.17,7.6365
27.171,7.6366
27.172,7.6367
27.173,7.6368
27.174,7.6369
27.175,7.637
27.176,7.6371
27.177,7.6372
27.178,7.6373
27.179,7.6374
27.18,7.6375
27.181,7.6376
27.182,7.6377
27.183,7.6378
27.184,7.6379
27.185,7.638
27.186,7.6381
27.187,7.6382
27.188,7.6383
27.189,7.6384
27.19,7.6385
27.191,7.6386
27.192,7.6387
27.193,7.6388
27.194,7.6389
27.195,7.639
27.196,7.6391
27.197,7.6392
27.198,7.6393
27.199,7.6394
27.2,7.6395
27.201,7.6396
27.202,7.6397
27.203,7.6398
27.204,7.6399
27.205,7.64
27.206,7.6401
27.207,7.6402
27.208,7.6403
27.209,7.6404
27.21,7.6405
27.211,7.6406
27.212,7.6407
27.213,7.6408
27.214,7.6409
27.215,7.641
27.216,7.6411
27.217,7.6412
27.218,7.6413
27.219,7.6414
27.22,7.6415
27.221,7.6416
27.222,7.6417
27.223,7.6418
27.224,7.6419
27.225,7.642
27.226,7.6421
27.227,7.6422
27.228,7.6423
27.229,7.6424
27.23,7.6425
27.231,7.6426
27.232,7.6427
27.233,7.6428
27.234,7.6429
27.235,7.643
27.236,7.6431
27.237,7.6432
27.238,7.6433
27.239,7.6434
27.24,7.6435
27.241,7.6436
27.242,7.6437
27.243,7.6438
27.244,7.6439
27.245,7.644
27.246,7.6441
27.247,7.6442
27.248,7.6443
27.249,7.6444
27.25,7.6445
27.251,7.6446
27.252,7.6447
27.253,7.6448
27.254,7.6449
27.255,7.645
27.256,7.6451
27.257,7.6452
27.258,7.6453
27.259,7.6454
27.26,7.6455
27.261,7.6456
27.262,7.6457
27.263,7.6458
27.264,7.6459
27.265,7.646
27.266,7.6461
27.267,7.6462
27.268,7.6463
27.269,7.6464
27.27,7.6465
27.271,7.6466
27.272,7.6467
27.273,7.6468
27.274,7.6469
27.275,7.647
27.276,7.6471
27.277,7.6472
27.278,7.6473
27.279,7.6474
27.28,7.6475
27.281,7.6476
27.282,7.6477
27.283,7.6478
27.284,7.6479
27.285,7.648
27.286,7.6481
27.287,7.6482
27.288,7.6483
27.289,7.6484
27.29,7.6485
27.291,7.6486
27.292,7.6487
27.293,7.6488
27.294,7.6489
27.295,7.649
27.296,7.6491
27.297,7.6492
27.298,7.6493
27.299,7.6494
27.3,7.6495
27.301,7.6496
27.302,7.6497
27.303,7.6498
27.304,7.6499
27.305,7.65
27.306,7.6501
27.307,7.6502
27.308,7.6503
27.309,7.6504
27.31,7.6505
27.311,7.6506
27.312,7.6507
27.313,7.6508
27.314,7.6509
27.315,7.651
27.316,7.6511
27.317,7.6512
27.318,7.6513
27.319,7.6514
27.32,7.6515
27.321,7.6516
27.322,7.6517
27.323,7.6518
27.324,7.6519
27.325,7.652
27.326,7.6521
27.327,7.6522
27.328,7.6523
27.329,7.6524
27.33,7.6525
27.331,7.6526
27.332,7.6527
27.333,7.6528
27.334,7.6529
27.335,7.653
27.336,7.6531
27.337,7.6532
27.338,7.6533
27.339,7.6534
27.34,7.6535
27.341,7.6536
27.342,7.6537
27.343,7.6538
27.344,7.6539
27.345,7.654
27.346,7.6541
27.347,7.6542
27.348,7.6543
27.349,7.6544
27.35,7.6545
27.351,7.6546
27.352,7.6547
27.353,7.6548
27.354,7.6549
27.355,7.655
27.356,7.6551
27.357,7.6552
27.358,7.6553
27.359,7.6554
27.36,7.6555
27.361,7.6556
27.362,7.6557
27.363,7.6558
27.364,7.6559
27.365,7.656
27.366,7.6561
27.367,7.6562
27.368,7.6563
27.369,7.6564
27.37,7.6565
27.371,7.6566
27.372,7.6567
27.373,7.6568
27.374,7.6569
27.375,7.657
27.376,7.6571
27.377,7.6572
27.378,7.6573
27.379,7.6574
27.38,7.6575
27.381,7.6576
27.382,7.6577
27.383,7.6578
27.384,7.6579
27.385,7.658
27.386,7.6581
27.387,7.6582
27.388,7.6583
27.389,7.6584
27.39,7.6585
27.391,7.6586
27.392,7.6587
27.393,7.6588
27.394,7.6589
27.395,7.659
27.396,7.6591
27.397,7.6592
27.398,7.6593
27.399,7.6594
27.4,7.6595
27.401,7.6596
27.402,7.6597
27.403,7.6598
27.404,7.6599
27.405,7.66
27.406,7.6601
27.407,7.6602
27.408,7.6603
27.409,7.6604
27.41,7.6605
27.411,7.6606
27.412,7.6607
27.413,7.6608
27.414,7.6609
27.415,7.661
27.416,7.6611
27.417,7.6612
27.418,7.6613
27.419,7.6614
27.42,7.6615
27.421,7.6616
27.422,7.6617
27.423,7.6618
27.424,7.6619
27.425,7.662
27.426,7.6621
27.427,7.6622
27.428,7.6623
27.429,7.6624
27.43,7.6625
27.431,7.6626
27.432,7.6627
27.433,7.6628
27.434,7.6629
27.435,7.663
27.436,7.6631
27.437,7.6632
27.438,7.6633
27.439,7.6634
27.44,7.6635
27.441,7.6636
27.442,7.6637
27.443,7.6638
27.444,7.6639
27.445,7.664
27.446,7.6641
27.447,7.6642
27.448,7.6643
27.449,7.6644
27.45,7.6645
27.451,7.6646
27.452,7.6647
27.453,7.6648
27.454,7.6649
27.455,7.665
27.456,7.6651
27.457,7.6652
27.458,7.6653
27.459,7.6654
27.46,7.6655
27.461,7.6656
27.462,7.6657
27.463,7.6658
27.464,7.6659
27.465,7.666
27.466,7.6661
27.467,7.6662
27.468,7.6663
27.469,7.6664
27.47,7.6665
27.471,7.6666
27.472,7.6667
27.473,7.6668
27.474,7.6669
27.475,7.667
27.476,7.6671
27.477,7.6672
27.478,7.6673
27.479,7.6674
27.48,7.6675
27.481,7.6676
27.482,7.6677
27.483,7.6678
27.484,7.6679
27.485,7.668
27.486,7.6681
27.487,7.6682
27.488,7.6683
27.489,7.6684
27.49,7.6685
27.491,7.6686
27.492,7.6687
27.493,7.6688
27.494,7.6689
27.495,7.669
27.496,7.6691
27.497,7.6692
27.498,7.6693
27.499,7.6694
27.5,7.6695
27.501,7.6696
27.502,7.6697
27.503,7.6698
27.504,7.6699
27.505,7.67
27.506,7.6701
27.507,7.6702
27.508,7.6703
27.509,7.6704
27.51,7.6705
27.511,7.6706
27.512,7.6707
27.513,7.6708
27.514,7.6709
27.515,7.671
27.516,7.6711
27.517,7.6712
27.518,7.6713
27.519,7.6714
27.52,7.6715
27.521,7.6716
27.522,7.6717
27.523,7.6718
27.524,7.6719
27.525,7.672
27.526,7.6721
27.527,7.6722
27.528,7.6723
27.529,7.6724
27.53,7.6725
27.531,7.6726
27.532,7.6727
27.533,7.6728
27.534,7.6729
27.535,7.673
27.536,7.6731
27.537,7.6732
27.538,7.6733
27.539,7.6734
27.54,7.6735
27.541,7.6736
27.542,7.6737
27.543,7.6738
27.544,7.6739
27.545,7.674
27.546,7.6741
27.547,7.6742
27.548,7.6743
27.549,7.6744
27.55,7.6745
27.551,7.6746
27.552,7.6747
27.553,7.6748
27.554,7.6749
27.555,7.675
27.556,7.6751
27.557,7.6752
27.558,7.6753
27.559,7.6754
27.56,7.6755
27.561,7.6756
27.562,7.6757
27.563,7.6758
27.564,7.6759
27.565,7.676
27.566,7.6761
27.567,7.6762
27.568,7.6763
27.569,7.6764
27.57,7.6765
27.571,7.6766
27.572,7.6767
27.573,7.6768
27.574,7.6769
27.575,7.677
27.576,7.6771
27.577,7.6772
27.578,7.6773
27.579,7.6774
27.58,7.6775
27.581,7.6776
27.582,7.6777
27.583,7.6778
27.584,7.6779
27.585,7.678
27.586,7.6781
27.587,7.6782
27.588,7.6783
27.589,7.6784
27.59,7.6785
27.591,7.6786
27.592,7.6787
27.593,7.6788
27.594,7.6789
27.595,7.679
27.596,7.6791
27.597,7.6792
27.598,7.6793
27.599,7.6794
27.6,7.6795
27.601,7.6796
27.602,7.6797
27.603,7.6798
27.604,7.6799
27.605,7.68
27.606,7.6801
27.607,7.6802
27.608,7.6803
27.609,7.6804
27.61,7.6805
27.611,7.6806
27.612,7.6807
27.613,7.6808
27.614,7.6809
27.615,7.681
27.616,7.6811
27.617,7.6812
27.618,7.6813
27.619,7.6814
27.62,7.6815
27.621,7.6816
27.622,7.6817
27.623,7.6818
27.624,7.6819
27.625,7.682
27.626,7.6821
27.627,7.6822
27.628,7.6823
27.629,7.6824
27.63,7.6825
27.631,7.6826
27.632,7.6827
27.633,7.6828
27.634,7.6829
27.635,7.683
27.636,7.6831
27.637,7.6832
27.638,7.6833
27.639,7.6834
27.64,7.6835
27.641,7.6836
27.642,7.6837
27.643,7.6838
27.644,7.6839
27.645,7.684
27.646,7.6841
27.647,7.6842
27.648,7.6843
27.649,7.6844
27.65,7.6845
27.651,7.6846
27.652,7.6847
27.653,7.6848
27.654,7.6849
27.655,7.685
27.656,7.6851
27.657,7.6852
27.658,7.6853
27.659,7.6854
27.66,7.6855
27.661,7.6856
27.662,7.6857
27.663,7.6858
27.664,7.6859
27.665,7.686
27.666,7.6861
27.667,7.6862
27.668,7.6863
27.669,7.6864
27.67,7.6865
27.671,7.6866
27.672,7.6867
27.673,7.6868
27.674,7.6869
27.675,7.687
27.676,7.6871
27.677,7.6872
27.678,7.6873
27.679,7.6874
27.68,7.6875
27.681,7.6876
27.682,7.6877
27.683,7.6878
27.684,7.6879
27.685,7.688
27.686,7.6881
27.687,7.6882
27.688,7.6883
27.689,7.6884
27.69,7.6885
27.691,7.6886
27.692,7.6887
27.693,7.6888
27.694,7.6889
27.695,7.689
27.696,7.6891
27.697,7.6892
27.698,7.6893
27.699,7.6894
27.7,7.6895
27.701,7.6896
27.702,7.6897
27.703,7.6898
27.704,7.6899
27.705,7.69
27.706,7.6901
27.707,7.6902
27.708,7.6903
27.709,7.6904
27.71,7.6905
27.711,7.6906
27.712,7.6907
27.713,7.6908
27.714,7.6909
27.715,7.691
27.716,7.6911
27.717,7.6912
27.718,7.6913
27.719,7.6914
27.72,7.6915
27.721,7.6916
27.722,7.6917
27.723,7.6918
27.724,7.6919
27.725,7.692
27.726,7.6921
27.727,7.6922
27.728,7.6923
27.729,7.6924
27.73,7.6925
27.731,7.6926
27.732,7.6927
27.733,7.6928
27.734,7.6929
27.735,7.693
27.736,7.6931
27.737,7.6932
27.738,7.6933
27.739,7.6934
27.74,7.6935
27.741,7.6936
27.742,7.6937
27.743,7.6938
27.744,7.6939
27.745,7.694
27.746,7.6941
27.747,7.6942
27.748,7.6943
27.749,7.6944
27.75,7.6945
27.751,7.6946
27.752,7.6947
27.753,7.6948
27.754,7.6949
27.755,7.695
27.756,7.6951
27.757,7.6952
27.758,7.6953
27.759,7.6954
27.76,7.6955
27.761,7.6956
27.762,7.6957
27.763,7.6958
27.764,7.6959
27.765,7.696
27.766,7.6961
27.767,7.6962
27.768,7.6963
27.769,7.6964
27.77,7.6965
27.771,7.6966
27.772,7.6967
27.773,7.6968
27.774,7.6969
27.775,7.697
27.776,7.6971
27.777,7.6972
27.778,7.6973
27.779,7.6974
27.78,7.6975
27.781,7.6976
27.782,7.6977
27.783,7.6978
27.784,7.6979
27.785,7.698
27.786,7.6981
27.787,7.6982
27.788,7.6983
27.789,7.6984
27.79,7.6985
27.791,7.6986
27.792,7.6987
27.793,7.6988
27.794,7.6989
27.795,7.699
27.796,7.6991
27.797,7.6992
27.798,7.6993
27.799,7.6994
27.8,7.6995
27.801,7.6996
27.802,7.6997
27.803,7.6998
27.804,7.6999
27.805,7.7
27.806,7.7001
27.807,7.7002
27.808,7.7003
27.809,7.7004
27.81,7.7005
27.811,7.7006
27.812,7.7007
27.813,7.7008
27.814,7.7009
27.815,7.701
27.816,7.7011
27.817,7.7012
27.818,7.7013
27.819,7.7014
27.82,7.7015
27.821,7.7016
27.822,7.7017
27.823,7.7018
27.824,7.7019
27.825,7.702
27.826,7.7021
27.827,7.7022
27.828,7.7023
27.829,7.7024
27.83,7.7025
27.831,7.7026
27.832,7.7027
27.833,7.7028
27.834,7.7029
27.835,7.703
27.836,7.7031
27.837,7.7032
27.838,7.7033
27.839,7.7034
27.84,7.7035
27.841,7.7036
27.842,7.7037
27.843,7.7038
27.844,7.7039
27.845,7.704
27.846,7.7041
27.847,7.7042
27.848,7.7043
27.849,7.7044
27.85,7.7045
27.851,7.7046
27.852,7.7047
27.853,7.7048
27.854,7.7049
27.855,7.705
27.856,7.7051
27.857,7.7052
27.858,7.7053
27.859,7.7054
27.86,7.7055
27.861,7.7056
27.862,7.7057
27.863,7.7058
27.864,7.7059
27.865,7.706
27.866,7.7061
27.867,7.7062
27.868,7.7063
27.869,7.7064
27.87,7.7065
27.871,7.7066
27.872,7.7067
27.873,7.7068
27.874,7.7069
27.875,7.707
27.876,7.7071
27.877,7.7072
27.878,7.7073
27.879,7.7074
27.88,7.7075
27.881,7.7076
27.882,7.7077
27.883,7.7078
27.884,7.7079
27.885,7.708
27.886,7.7081
27.887,7.7082
27.888,7.7083
27.889,7.7084
27.89,7.7085
27.891,7.7086
27.892,7.7087
27.893,7.7088
27.894,7.7089
27.895,7.709
27.896,7.7091
27.897,7.7092
27.898,7.7093
27.899,7.7094
27.9,7.7095
27.901,7.7096
27.902,7.7097
27.903,7.7098
27.904,7.7099
27.905,7.71
27.906,7.7101
27.907,7.7102
27.908,7.7103
27.909,7.7104
27.91,7.7105
27.911,7.7106
27.912,7.7107
27.913,7.7108
27.914,7.7109
27.915,7.711
27.916,7.7111
27.917,7.7112
27.918,7.7113
27.919,7.7114
27.92,7.7115
27.921,7.7116
27.922,7.7117
27.923,7.7118
27.924,7.7119
27.925,7.712
27.926,7.7121
27.927,7.7122
27.928,7.7123
27.929,7.7124
27.93,7.7125
27.931,7.7126
27.932,7.7127
27.933,7.7128
27.934,7.7129
27.935,7.713
27.936,7.7131
27.937,7.7132
27.938,7.7133
27.939,7.7134
27.94,7.7135
27.941,7.7136
27.942,7.7137
27.943,7.7138
27.944,7.7139
27.945,7.714
27.946,7.7141
27.947,7.7142
27.948,7.7143
27.949,7.7144
27.95,7.7145
27.951,7.7146
27.952,7.7147
27.953,7.7148
27.954,7.7149
27.955,7.715
27.956,7.7151
27.957,7.7152
27.958,7.7153
27.959,7.7154
27.96,7.7155
27.961,7.7156
27.962,7.7157
27.963,7.7158
27.964,7.7159
27.965,7.716
27.966,7.7161
27.967,7.7162
27.968,7.7163
27.969,7.7164
27.97,7.7165
27.971,7.7166
27.972,7.7167
27.973,7.7168
27.974,7.7169
27.975,7.717
27.976,7.7171
27.977,7.7172
27.978,7.7173
27.979,7.7174
27.98,7.7175
27.981,7.7176
27.982,7.7177
27.983,7.7178
27.984,7.7179
27.985,7.718
27.986,7.7181
27.987,7.7182
27.988,7.7183
27.989,7.7184
27.99,7.7185
27.991,7.7186
27.992,7.7187
27.993,7.7188
27.994,7.7189
27.995,7.719
27.996,7.7191
27.997,7.7192
27.998,7.7193
27.999,7.7194
28,7.7195
28.001,7.7196
28.002,7.7197
28.003,7.7198
28.004,7.7199
28.005,7.72
28.006,7.7201
28.007,7.7202
28.008,7.7203
28.009,7.7204
28.01,7.7205
28.011,7.7206
28.012,7.7207
28.013,7.7208
28.014,7.7209
28.015,7.721
28.016,7.7211
28.017,7.7212
28.018,7.7213
28.019,7.7214
28.02,7.7215
28.021,7.7216
28.022,7.7217
28.023,7.7218
28.024,7.7219
28.025,7.722
28.026,7.7221
28.027,7.7222
28.028,7.7223
28.029,7.7224
28.03,7.7225
28.031,7.7226
28.032,7.7227
28.033,7.7228
28.034,7.7229
28.035,7.723
28.036,7.7231
28.037,7.7232
28.038,7.7233
28.039,7.7234
28.04,7.7235
28.041,7.7236
28.042,7.7237
28.043,7.7238
28.044,7.7239
28.045,7.724
28.046,7.7241
28.047,7.7242
28.048,7.7243
28.049,7.7244
28.05,7.7245
28.051,7.7246
28.052,7.7247
28.053,7.7248
28.054,7.7249
28.055,7.725
28.056,7.7251
28.057,7.7252
28.058,7.7253
28.059,7.7254
28.06,7.7255
28.061,7.7256
28.062,7.7257
28.063,7.7258
28.064,7.7259
28.065,7.726
28.066,7.7261
28.067,7.7262
28.068,7.7263
28.069,7.7264
28.07,7.7265
28.071,7.7266
28.072,7.7267
28.073,7.7268
28.074,7.7269
28.075,7.727
28.076,7.7271
28.077,7.7272
28.078,7.7273
28.079,7.7274
28.08,7.7275
28.081,7.7276
28.082,7.7277
28.083,7.7278
28.084,7.7279
28.085,7.728
28.086,7.7281
28.087,7.7282
28.088,7.7283
28.089,7.7284
28.09,7.7285
28.091,7.7286
28.092,7.7287
28.093,7.7288
28.094,7.7289
28.095,7.729
28.096,7.7291
28.097,7.7292
28.098,7.7293
28.099,7.7294
28.1,7.7295
28.101,7.7296
28.102,7.7297
28.103,7.7298
28.104,7.7299
28.105,7.73
28.106,7.7301
28.107,7.7302
28.108,7.7303
28.109,7.7304
28.11,7.7305
28.111,7.7306
28.112,7.7307
28.113,7.7308
28.114,7.7309
28.115,7.731
28.116,7.7311
28.117,7.7312
28.118,7.7313
28.119,7.7314
28.12,7.7315
28.121,7.7316
28.122,7.7317
28.123,7.7318
28.124,7.7319
28.125,7.732
28.126,7.7321
28.127,7.7322
28.128,7.7323
28.129,7.7324
28.13,7.7325
28.131,7.7326
28.132,7.7327
28.133,7.7328
28.134,7.7329
28.135,7.733
28.136,7.7331
28.137,7.7332
28.138,7.7333
28.139,7.7334
28.14,7.7335
28.141,7.7336
28.142,7.7337
28.143,7.7338
28.144,7.7339
28.145,7.734
28.146,7.7341
28.147,7.7342
28.148,7.7343
28.149,7.7344
28.15,7.7345
28.151,7.7346
28.152,7.7347
28.153,7.7348
28.154,7.7349
28.155,7.735
28.156,7.7351
28.157,7.7352
28.158,7.7353
28.159,7.7354
28.16,7.7355
28.161,7.7356
28.162,7.7357
28.163,7.7358
28.164,7.7359
28.165,7.736
28.166,7.7361
28.167,7.7362
28.168,7.7363
28.169,7.7364
28.17,7.7365
28.171,7.7366
28.172,7.7367
28.173,7.7368
28.174,7.7369
28.175,7.737
28.176,7.7371
28.177,7.7372
28.178,7.7373
28.179,7.7374
28.18,7.7375
28.181,7.7376
28.182,7.7377
28.183,7.7378
28.184,7.7379
28.185,7.738
28.186,7.7381
28.187,7.7382
28.188,7.7383
28.189,7.7384
28.19,7.7385
28.191,7.7386
28.192,7.7387
28.193,7.7388
28.194,7.7389
28.195,7.739
28.196,7.7391
28.197,7.7392
28.198,7.7393
28.199,7.7394
28.2,7.7395
28.201,7.7396
28.202,7.7397
28.203,7.7398
28.204,7.7399
28.205,7.74
28.206,7.7401
28.207,7.7402
28.208,7.7403
28.209,7.7404
28.21,7.7405
28.211,7.7406
28.212,7.7407
28.213,7.7408
28.214,7.7409
28.215,7.741
28.216,7.7411
28.217,7.7412
28.218,7.7413
28.219,7.7414
28.22,7.7415
28.221,7.7416
28.222,7.7417
28.223,7.7418
28.224,7.7419
28.225,7.742
28.226,7.7421
28.227,7.7422
28.228,7.7423
28.229,7.7424
28.23,7.7425
28.231,7.7426
28.232,7.7427
28.233,7.7428
28.234,7.7429
28.235,7.743
28.236,7.7431
28.237,7.7432
28.238,7.7433
28.239,7.7434
28.24,7.7435
28.241,7.7436
28.242,7.7437
28.243,7.7438
28.244,7.7439
28.245,7.744
28.246,7.7441
28.247,7.7442
28.248,7.7443
28.249,7.7444
28.25,7.7445
28.251,7.7446
28.252,7.7447
28.253,7.7448
28.254,7.7449
28.255,7.745
28.256,7.7451
28.257,7.7452
28.258,7.7453
28.259,7.7454
28.26,7.7455
28.261,7.7456
28.262,7.7457
28.263,7.7458
28.264,7.7459
28.265,7.746
28.266,7.7461
28.267,7.7462
28.268,7.7463
28.269,7.7464
28.27,7.7465
28.271,7.7466
28.272,7.7467
28.273,7.7468
28.274,7.7469
28.275,7.747
28.276,7.7471
28.277,7.7472
28.278,7.7473
28.279,7.7474
28.28,7.7475
28.281,7.7476
28.282,7.7477
28.283,7.7478
28.284,7.7479
28.285,7.748
28.286,7.7481
28.287,7.7482
28.288,7.7483
28.289,7.7484
28.29,7.7485
28.291,7.7486
28.292,7.7487
28.293,7.7488
28.294,7.7489
28.295,7.749
28.296,7.7491
28.297,7.7492
28.298,7.7493
28.299,7.7494
28.3,7.7495
28.301,7.7496
28.302,7.7497
28.303,7.7498
28.304,7.7499
28.305,7.75
28.306,7.7501
28.307,7.7502
28.308,7.7503
28.309,7.7504
28.31,7.7505
28.311,7.7506
28.312,7.7507
28.313,7.7508
28.314,7.7509
28.315,7.751
28.316,7.7511
28.317,7.7512
28.318,7.7513
28.319,7.7514
28.32,7.7515
28.321,7.7516
28.322,7.7517
28.323,7.7518
28.324,7.7519
28.325,7.752
28.326,7.7521
28.327,7.7522
28.328,7.7523
28.329,7.7524
28.33,7.7525
28.331,7.7526
28.332,7.7527
28.333,7.7528
28.334,7.7529
28.335,7.753
28.336,7.7531
28.337,7.7532
28.338,7.7533
28.339,7.7534
28.34,7.7535
28.341,7.7536
28.342,7.7537
28.343,7.7538
28.344,7.7539
28.345,7.754
28.346,7.7541
28.347,7.7542
28.348,7.7543
28.349,7.7544
28.35,7.7545
28.351,7.7546
28.352,7.7547
28.353,7.7548
28.354,7.7549
28.355,7.755
28.356,7.7551
28.357,7.7552
28.358,7.7553
28.359,7.7554
28.36,7.7555
28.361,7.7556
28.362,7.7557
28.363,7.7558
28.364,7.7559
28.365,7.756
28.366,7.7561
28.367,7.7562
28.368,7.7563
28.369,7.7564
28.37,7.7565
28.371,7.7566
28.372,7.7567
28.373,7.7568
28.374,7.7569
28.375,7.757
28.376,7.7571
28.377,7.7572
28.378,7.7573
28.379,7.7574
28.38,7.7575
28.381,7.7576
28.382,7.7577
28.383,7.7578
28.384,7.7579
28.385,7.758
28.386,7.7581
28.387,7.7582
28.388,7.7583
28.389,7.7584
28.39,7.7585
28.391,7.7586
28.392,7.7587
28.393,7.7588
28.394,7.7589
28.395,7.759
28.396,7.7591
28.397,7.7592
28.398,7.7593
28.399,7.7594
28.4,7.7595
28.401,7.7596
28.402,7.7597
28.403,7.7598
28.404,7.7599
28.405,7.76
28.406,7.7601
28.407,7.7602
28.408,7.7603
28.409,7.7604
28.41,7.7605
28.411,7.7606
28.412,7.7607
28.413,7.7608
28.414,7.7609
28.415,7.761
28.416,7.7611
28.417,7.7612
28.418,7.7613
28.419,7.7614
28.42,7.7615
28.421,7.7616
28.422,7.7617
28.423,7.7618
28.424,7.7619
28.425,7.762
28.426,7.7621
28.427,7.7622
28.428,7.7623
28.429,7.7624
28.43,7.7625
28.431,7.7626
28.432,7.7627
28.433,7.7628
28.434,7.7629
28.435,7.763
28.436,7.7631
28.437,7.7632
28.438,7.7633
28.439,7.7634
28.44,7.7635
28.441,7.7636
28.442,7.7637
28.443,7.7638
28.444,7.7639
28.445,7.764
28.446,7.7641
28.447,7.7642
28.448,7.7643
28.449,7.7644
28.45,7.7645
28.451,7.7646
28.452,7.7647
28.453,7.7648
28.454,7.7649
28.455,7.765
28.456,7.7651
28.457,7.7652
28.458,7.7653
28.459,7.7654
28.46,7.7655
28.461,7.7656
28.462,7.7657
28.463,7.7658
28.464,7.7659
28.465,7.766
28.466,7.7661
28.467,7.7662
28.468,7.7663
28.469,7.7664
28.47,7.7665
28.471,7.7666
28.472,7.7667
28.473,7.7668
28.474,7.7669
28.475,7.767
28.476,7.7671
28.477,7.7672
28.478,7.7673
28.479,7.7674
28.48,7.7675
28.481,7.7676
28.482,7.7677
28.483,7.7678
28.484,7.7679
28.485,7.768
28.486,7.7681
28.487,7.7682
28.488,7.7683
28.489,7.7684
28.49,7.7685
28.491,7.7686
28.492,7.7687
28.493,7.7688
28.494,7.7689
28.495,7.769
28.496,7.7691
28.497,7.7692
28.498,7.7693
28.499,7.7694
28.5,7.7695
28.501,7.7696
28.502,7.7697
28.503,7.7698
28.504,7.7699
28.505,7.77
28.506,7.7701
28.507,7.7702
28.508,7.7703
28.509,7.7704
28.51,7.7705
28.511,7.7706
28.512,7.7707
28.513,7.7708
28.514,7.7709
28.515,7.771
28.516,7.7711
28.517,7.7712
28.518,7.7713
28.519,7.7714
28.52,7.7715
28.521,7.7716
28.522,7.7717
28.523,7.7718
28.524,7.7719
28.525,7.772
28.526,7.7721
28.527,7.7722
28.528,7.7723
28.529,7.7724
28.53,7.7725
28.531,7.7726
28.532,7.7727
28.533,7.7728
28.534,7.7729
28.535,7.773
28.536,7.7731
28.537,7.7732
28.538,7.7733
28.539,7.7734
28.54,7.7735
28.541,7.7736
28.542,7.7737
28.543,7.7738
28.544,7.7739
28.545,7.774
28.546,7.7741
28.547,7.7742
28.548,7.7743
28.549,7.7744
28.55,7.7745
28.551,7.7746
28.552,7.7747
28.553,7.7748
28.554,7.7749
28.555,7.775
28.556,7.7751
28.557,7.7752
28.558,7.7753
28.559,7.7754
28.56,7.7755
28.561,7.7756
28.562,7.7757
28.563,7.7758
28.564,7.7759
28.565,7.776
28.566,7.7761
28.567,7.7762
28.568,7.7763
28.569,7.7764
28.57,7.7765
28.571,7.7766
28.572,7.7767
28.573,7.7768
28.574,7.7769
28.575,7.777
28.576,7.7771
28.577,7.7772
28.578,7.7773
28.579,7.7774
28.58,7.7775
28.581,7.7776
28.582,7.7777
28.583,7.7778
28.584,7.7779
28.585,7.778
28.586,7.7781
28.587,7.7782
28.588,7.7783
28.589,7.7784
28.59,7.7785
28.591,7.7786
28.592,7.7787
28.593,7.7788
28.594,7.7789
28.595,7.779
28.596,7.7791
28.597,7.7792
28.598,7.7793
28.599,7.7794
28.6,7.7795
28.601,7.7796
28.602,7.7797
28.603,7.7798
28.604,7.7799
28.605,7.78
28.606,7.7801
28.607,7.7802
28.608,7.7803
28.609,7.7804
28.61,7.7805
28.611,7.7806
28.612,7.7807
28.613,7.7808
28.614,7.7809
28.615,7.781
28.616,7.7811
28.617,7.7812
28.618,7.7813
28.619,7.7814
28.62,7.7815
28.621,7.7816
28.622,7.7817
28.623,7.7818
28.624,7.7819
28.625,7.782
28.626,7.7821
28.627,7.7822
28.628,7.7823
28.629,7.7824
28.63,7.7825
28.631,7.7826
28.632,7.7827
28.633,7.7828
28.634,7.7829
28.635,7.783
28.636,7.7831
28.637,7.7832
28.638,7.7833
28.639,7.7834
28.64,7.7835
28.641,7.7836
28.642,7.7837
28.643,7.7838
28.644,7.7839
28.645,7.784
28.646,7.7841
28.647,7.7842
28.648,7.7843
28.649,7.7844
28.65,7.7845
28.651,7.7846
28.652,7.7847
28.653,7.7848
28.654,7.7849
28.655,7.785
28.656,7.7851
28.657,7.7852
28.658,7.7853
28.659,7.7854
28.66,7.7855
28.661,7.7856
28.662,7.7857
28.663,7.7858
28.664,7.7859
28.665,7.786
28.666,7.7861
28.667,7.7862
28.668,7.7863
28.669,7.7864
28.67,7.7865
28.671,7.7866
28.672,7.7867
28.673,7.7868
28.674,7.7869
28.675,7.787
28.676,7.7871
28.677,7.7872
28.678,7.7873
28.679,7.7874
28.68,7.7875
28.681,7.7876
28.682,7.7877
28.683,7.7878
28.684,7.7879
28.685,7.788
28.686,7.7881
28.687,7.7882
28.688,7.7883
28.689,7.7884
28.69,7.7885
28.691,7.7886
28.692,7.7887
28.693,7.7888
28.694,7.7889
28.695,7.789
28.696,7.7891
28.697,7.7892
28.698,7.7893
28.699,7.7894
28.7,7.7895
28.701,7.7896
28.702,7.7897
28.703,7.7898
28.704,7.7899
28.705,7.79
28.706,7.7901
28.707,7.7902
28.708,7.7903
28.709,7.7904
28.71,7.7905
28.711,7.7906
28.712,7.7907
28.713,7.7908
28.714,7.7909
28.715,7.791
28.716,7.7911
28.717,7.7912
28.718,7.7913
28.719,7.7914
28.72,7.7915
28.721,7.7916
